jour,dep,hosp,rea,rad,dc
2020/4/7,51,777,142,622,175
2020/4/7,52,230,34,110,70
2020/4/7,53,142,28,44,24
2020/4/7,54,968,339,561,251
2020/4/7,55,334,46,282,66
2020/4/7,56,288,68,254,104
2020/4/7,57,2031,344,1253,777
2020/4/7,58,68,18,16,14
2020/4/7,59,1768,556,908,363
2020/4/7,06,495,156,379,95
2020/4/7,60,810,141,627,355
2020/4/7,61,136,30,134,22
2020/4/7,62,859,246,443,128
2020/4/7,63,154,78,118,22
2020/4/7,64,162,56,148,28
2020/4/7,65,114,12,58,14
2020/4/7,66,196,70,304,38
2020/4/7,67,2153,527,1419,608
2020/4/7,68,2110,299,2071,1048
2020/4/7,69,2343,545,1484,489
2020/4/7,07,200,35,285,59
2020/4/7,70,168,34,163,90
2020/4/7,71,382,72,383,148
2020/4/7,72,226,46,190,42
2020/4/7,73,245,64,279,38
2020/4/7,74,566,176,587,136
2020/4/7,75,6307,1696,3000,1360
2020/4/7,76,724,232,389,142
2020/4/7,77,1471,381,1089,322
2020/4/7,78,1974,376,1099,417
2020/4/7,79,64,16,38,16
2020/4/7,08,158,35,74,12
2020/4/7,80,699,150,366,192
2020/4/7,81,115,54,68,10
2020/4/7,82,36,18,12,6
2020/4/7,83,466,122,528,88
2020/4/7,84,172,46,170,32
2020/4/7,85,144,44,88,32
2020/4/7,86,118,50,80,38
2020/4/7,87,136,38,63,20
2020/4/7,88,505,70,442,256
2020/4/7,89,187,38,96,34
2020/4/7,09,36,8,23,2
2020/4/7,90,432,86,376,188
2020/4/7,91,1902,424,726,293
2020/4/7,92,3852,877,2162,751
2020/4/7,93,2906,476,1253,734
2020/4/7,94,3874,602,1559,792
2020/4/7,95,1729,345,1519,564
2020/4/8,01,245,67,206,62
2020/4/8,10,305,48,107,93
2020/4/8,11,146,28,158,68
2020/4/8,12,104,16,94,28
2020/4/8,13,2201,506,1958,285
2020/4/8,14,311,114,136,57
2020/4/8,15,52,18,16,0
2020/4/8,16,21,7,56,16
2020/4/8,17,182,48,100,42
2020/4/8,18,102,30,50,52
2020/4/8,19,85,17,52,22
2020/4/8,02,519,78,458,236
2020/4/8,21,620,148,669,188
2020/4/8,22,132,26,90,28
2020/4/8,23,56,18,10,8
2020/4/8,24,46,12,46,2
2020/4/8,25,395,160,408,117
2020/4/8,26,492,130,336,138
2020/4/8,27,99,12,80,56
2020/4/8,28,346,61,241,72
2020/4/8,29,204,86,131,22
2020/4/8,03,104,42,131,20
2020/4/8,30,208,82,132,42
2020/4/8,31,457,215,382,42
2020/4/8,32,58,8,28,16
2020/4/8,33,580,178,703,116
2020/4/8,34,478,138,597,120
2020/4/8,35,324,92,226,54
2020/4/8,36,126,22,32,50
2020/4/8,37,383,119,164,46
2020/4/8,38,454,110,342,70
2020/4/8,39,200,24,100,38
2020/4/8,04,59,6,116,8
2020/4/8,40,58,28,50,12
2020/4/8,41,182,32,94,32
2020/4/8,42,947,208,484,180
2020/4/8,43,44,14,78,8
2020/4/8,44,525,132,357,108
2020/4/8,45,525,160,282,56
2020/4/8,46,34,18,78,2
2020/4/8,47,58,14,32,6
2020/4/8,48,12,2,22,0
2020/4/8,49,362,103,412,94
2020/4/8,05,122,32,106,4
2020/4/8,50,127,45,85,33
2020/4/8,51,743,126,690,207
2020/4/8,52,214,32,116,71
2020/4/8,53,148,30,50,26
2020/4/8,54,941,319,652,271
2020/4/8,55,326,46,294,78
2020/4/8,56,308,68,298,110
2020/4/8,57,1998,333,1379,826
2020/4/8,58,72,18,22,14
2020/4/8,59,1777,544,1051,392
2020/4/8,06,506,168,411,110
2020/4/8,60,840,139,719,375
2020/4/8,61,136,28,156,24
2020/4/8,62,866,238,514,148
2020/4/8,63,148,74,132,28
2020/4/8,64,176,56,158,28
2020/4/8,65,123,14,66,14
2020/4/8,66,182,62,324,38
2020/4/8,67,2140,544,1563,634
2020/4/8,68,2054,304,2211,1092
2020/4/8,69,2297,542,1638,537
2020/4/8,07,203,36,296,65
2020/4/8,70,174,36,169,90
2020/4/8,71,382,72,421,150
2020/4/8,72,232,48,210,44
2020/4/8,73,243,62,297,40
2020/4/8,74,558,162,639,146
2020/4/8,75,6278,1708,3294,1457
2020/4/8,76,682,226,447,158
2020/4/8,77,1458,393,1259,356
2020/4/8,78,2066,384,1192,437
2020/4/8,79,66,18,40,18
2020/4/8,08,148,33,78,14
2020/4/8,80,702,144,398,202
2020/4/8,81,113,44,72,12
2020/4/8,82,40,22,12,6
2020/4/8,83,515,112,556,92
2020/4/8,84,164,44,192,38
2020/4/8,85,130,42,110,34
2020/4/8,86,120,48,86,38
2020/4/8,87,144,38,69,22
2020/4/8,88,495,76,474,262
2020/4/8,89,189,38,116,34
2020/4/8,09,38,8,24,2
2020/4/8,90,418,86,408,192
2020/4/8,91,2231,437,788,325
2020/4/8,92,3962,909,2336,789
2020/4/8,93,2980,478,1424,801
2020/4/8,94,4054,667,1735,898
2020/4/8,95,1783,333,1639,614
2020/4/9,01,246,64,220,70
2020/4/9,10,400,54,293,115
2020/4/9,11,138,30,168,72
2020/4/9,12,104,18,100,30
2020/4/9,13,2079,496,2190,305
2020/4/9,14,313,116,142,61
2020/4/9,15,54,18,18,0
2020/4/9,16,21,7,56,16
2020/4/9,17,160,46,108,42
2020/4/9,18,120,26,52,52
2020/4/9,19,87,19,58,24
2020/4/9,02,538,78,496,254
2020/4/9,21,580,146,725,190
2020/4/9,22,128,24,98,32
2020/4/9,23,58,20,12,8
2020/4/9,24,44,12,50,2
2020/4/9,25,393,152,437,119
2020/4/9,26,480,130,364,142
2020/4/9,27,133,12,88,62
2020/4/9,28,363,57,257,74
2020/4/9,29,218,80,137,22
2020/4/9,03,112,44,132,20
2020/4/9,30,212,82,144,42
2020/4/9,31,493,211,426,46
2020/4/9,32,56,10,32,16
2020/4/9,33,564,174,710,124
2020/4/9,34,447,132,647,124
2020/4/9,35,346,96,234,54
2020/4/9,36,132,22,38,50
2020/4/9,37,385,121,178,56
2020/4/9,38,470,120,378,76
2020/4/9,39,210,26,116,46
2020/4/9,04,61,6,116,8
2020/4/9,40,60,28,58,16
2020/4/9,41,206,34,96,32
2020/4/9,42,943,190,528,190
2020/4/9,43,48,14,84,8
2020/4/9,44,546,132,393,114
2020/4/9,45,511,152,320,64
2020/4/9,46,40,18,86,2
2020/4/9,47,58,14,32,8
2020/4/9,48,12,2,22,0
2020/4/9,49,380,106,436,94
2020/4/9,05,108,30,122,4
2020/4/9,50,138,45,87,37
2020/4/9,51,765,124,726,215
2020/4/9,52,194,32,122,72
2020/4/9,53,150,28,56,28
2020/4/9,54,923,313,707,281
2020/4/9,55,314,46,322,82
2020/4/9,56,294,66,324,110
2020/4/9,57,2039,332,1469,855
2020/4/9,58,74,16,22,14
2020/4/9,59,1812,534,1150,424
2020/4/9,06,518,162,433,120
2020/4/9,60,841,139,764,377
2020/4/9,61,144,28,158,28
2020/4/9,62,912,252,568,162
2020/4/9,63,146,72,140,30
2020/4/9,64,192,56,158,28
2020/4/9,65,127,14,74,14
2020/4/9,66,174,64,338,38
2020/4/9,67,2165,534,1707,662
2020/4/9,68,2022,286,2339,1118
2020/4/9,69,2390,526,1761,555
2020/4/9,07,203,42,316,71
2020/4/9,70,182,36,181,90
2020/4/9,71,375,70,443,162
2020/4/9,72,260,40,215,46
2020/4/9,73,241,54,335,40
2020/4/9,74,561,157,675,154
2020/4/9,75,6278,1660,3633,1533
2020/4/9,76,660,222,479,168
2020/4/9,77,1493,399,1440,394
2020/4/9,78,2057,370,1291,469
2020/4/9,79,72,20,44,18
2020/4/9,08,154,35,88,18
2020/4/9,80,728,154,416,208
2020/4/9,81,101,44,86,14
2020/4/9,82,40,22,16,6
2020/4/9,83,535,112,592,92
2020/4/9,84,172,40,198,38
2020/4/9,85,142,46,114,34
2020/4/9,86,118,44,90,38
2020/4/9,87,148,40,73,22
2020/4/9,88,507,66,494,278
2020/4/9,89,181,36,124,36
2020/4/9,09,34,8,26,2
2020/4/9,90,420,82,420,196
2020/4/9,91,2248,441,932,351
2020/4/9,92,3921,875,2610,835
2020/4/9,93,3134,488,1653,889
2020/4/9,94,4197,673,1883,940
2020/4/9,95,1886,375,1747,645
